"id","Expense_id","Expense_particular","Party","Total_amount","Paid_amount","Due_amount","Payment_date","Created_at","Updated_at"
263,5,"Vegetables Stock Purchase","Market",930,930,0,"2022-04-30","2022-05-01 03:16:32",NULL
264,2,"water bill","Greatwall",1000,1000,0,"2022-04-30","2022-05-01 03:17:35",NULL
265,5,"Meat Stock Purchase","Peter Kerosi",0,0,0,"2022-04-30","2022-05-01 03:20:26",NULL
266,5,"Meat Stock Purchase","Maasai Kitengela",15840,15840,0,"2022-04-30","2022-05-01 03:21:52",NULL
267,2,"utilities purchase","signature mall",1249,1249,0,"2022-04-30","2022-05-01 03:23:43",NULL
268,4,"Toti Payment","Sympha fresh",8200,8200,0,"2022-05-01","2022-05-01 14:13:52",NULL
269,2,"Eggs Purchase","Mamken Shop",65,65,0,"2022-05-02","2022-05-03 07:04:53",NULL
270,2,"Packaging Material Purchase","Packaging supplier",1000,1000,0,"2022-05-03","2022-05-03 07:06:27",NULL
271,5,"Vegetables Stock Purchase","Market",1150,1150,0,"2022-05-03","2022-05-03 07:08:31",NULL
272,5,"Fish Stock Purchase","Victory Farms",3210,3210,0,"2022-05-03","2022-05-03 07:11:54",NULL
273,2,"Gas Purchase","Gas express",3200,3200,0,"2022-05-03","2022-05-03 07:17:08",NULL
274,2,"Lunch","Shop",150,150,0,"2022-05-03","2022-05-03 07:21:30",NULL
275,5,"Meat Stock Purchase","Masaku Standard Meat Suppliers",11200,11200,0,"2022-05-03","2022-05-03 07:23:57",NULL
276,2,"Bar Soap Purchase","Mamken Shop",45,45,0,"2022-05-03","2022-05-04 14:06:36",NULL
277,2,"Drinking Water Purchase","Country Water",60,60,0,"2022-05-04","2022-05-04 14:07:04",NULL
278,2,"Cooking Oil Purchase","Mamken Shop",730,730,0,"2022-05-04","2022-05-04 14:07:31",NULL
279,5,"Matumbo Supply","Kitengela Kichinjio",2000,2000,0,"2022-05-04","2022-05-04 14:08:31",NULL
280,3,"Electricity","Greatwall Gardens",3000,3000,0,"2022-05-04","2022-05-04 14:08:58",NULL
281,1,"Onions supply delivery","Pikipiki Rider",800,800,0,"2022-05-04","2022-05-04 14:09:47",NULL
282,5,"Vegetables Stock Purchase","Market",1280,1280,0,"2022-05-04","2022-05-04 14:10:36",NULL
283,5,"Onions supply","Huho Farm",4500,4500,0,"2022-05-04","2022-05-04 14:46:30",NULL
284,5,"Tomatoes and Greens Purchase","Lucky Farm",1280,1280,0,"2022-05-04","2022-05-04 14:47:09",NULL
285,2,"Hosting Expense","Hostgator",2072,2072,0,"2022-05-03","2022-05-06 08:07:39",NULL
286,5,"Onions and Vegetables Purchase","Market",1280,1280,0,"2022-05-05","2022-05-06 08:08:48",NULL
287,5,"Meat Stock Purchase","Masaku Standard Meat Suppliers",19900,19900,0,"2022-05-05","2022-05-06 08:09:38",NULL
288,5,"Matumbo Supply","Masaku Standard Meat Suppliers",1500,1500,0,"2022-05-05","2022-05-06 08:10:18",NULL
290,2,"Knives Sharpening","Knife Sharpener",90,90,0,"2022-05-06","2022-05-06 08:11:41",NULL
291,5,"Vegetables Stock Purchase","Market",550,550,0,"2022-05-06","2022-05-06 08:46:30",NULL
292,5,"Fish Stock Purchase","Victory Farms",4700,4700,0,"2022-05-06","2022-05-06 08:47:03",NULL
293,2,"Brown bags purchase","Packaging supplier",700,700,0,"2022-05-06","2022-05-06 13:33:01",NULL
294,2,"Serviettes Purchase","Maya Mini Mart",100,100,0,"2022-05-06","2022-05-06 13:33:46",NULL
295,2,"Salt Purchase","Mamken Shop",40,40,0,"2022-05-07","2022-05-07 13:08:08",NULL
296,2,"Agita Purchase","Masongaleni Agrovet",350,350,0,"2022-05-08","2022-05-08 09:12:01",NULL
297,5,"Meat Stock Purchase","Masaku Standard Meat Suppliers",22800,22800,0,"2022-05-08","2022-05-08 09:58:52",NULL
298,2,"Cooking Oil Purchase","Maya Mini Mart",390,390,0,"2022-05-08","2022-05-08 14:19:17",NULL
299,5,"Matumbo Supply","Masaku Standard Meat Suppliers",1500,1500,0,"2022-05-09","2022-05-09 07:18:21",NULL
300,5,"Vegetables Stock Purchase","Market",1080,1080,0,"2022-05-09","2022-05-09 07:21:31",NULL
301,5,"Fish Stock Purchase","Victory Farms",5839,5839,0,"2022-05-09","2022-05-09 07:24:13",NULL
302,2,"Airtime Purchase","Safaricom",500,500,0,"2022-05-09","2022-05-09 07:41:06",NULL
303,5,"Goat Meat Supply","(Juma) Goat Supplier",8775,8775,0,"2022-05-10","2022-05-10 04:48:49",NULL
304,5,"Meat Stock Purchase","Masaku Standard Meat Suppliers",24550,24550,0,"2022-05-10","2022-05-10 04:50:15",NULL
305,5,"Vegetables Stock Purchase","Market",1700,1700,0,"2022-05-10","2022-05-10 04:53:58",NULL
306,5,"Vegetables Stock Purchase","Market",1210,1210,0,"2022-05-11","2022-05-11 09:17:57",NULL
307,5,"Plantain Purchase","Obachi Sister",1755,1755,0,"2022-05-11","2022-05-11 09:18:49",NULL
308,2,"Packaging material purchase","Asami Limited",685,685,0,"2022-05-11","2022-05-11 09:20:34",NULL
309,5,"Chili Glass Jars Purchase","Packaging Shop (Koja)",780,780,0,"2022-05-11","2022-05-11 09:21:50",NULL
310,2,"Bleach Chemical Purchase","Chemical Shop OTC",65,65,0,"2022-05-11","2022-05-11 09:22:30",NULL
311,2,"Agita Purchase","Masongaleni Agrovet",450,450,0,"2022-05-11","2022-05-11 09:23:08",NULL
312,2,"Packaging material purchase","Towesta Ventures",5350,5350,0,"2022-05-11","2022-05-11 09:26:17",NULL
313,2,"Hand gloves purchase","Chandarana Foodplus",218,218,0,"2022-05-11","2022-05-11 10:11:40",NULL
314,5,"Fish Stock Purchase","Victory Farms",10449,10449,0,"2022-05-12","2022-05-12 05:44:48",NULL
315,5,"Vegetables Stock Purchase","Market",1450,1450,0,"2022-05-12","2022-05-12 07:10:32",NULL
316,5,"Tomatoes supplies","Huho Farm",1350,1350,0,"2022-05-12","2022-05-12 07:11:18",NULL
317,1,"Fish Purchase Delivery Expense","Pikipiki Rider",150,150,0,"2022-05-12","2022-05-12 07:11:51",NULL
318,1,"Fuel","Total Energies",1500,1500,0,"2022-05-12","2022-05-12 07:12:28",NULL
319,5,"Onions supply","Huho Farm",2700,2700,0,"2022-05-11","2022-05-12 07:14:17",NULL
320,1,"Fuel","Total Energies",1000,1000,0,"2022-05-13","2022-05-13 10:56:13",NULL
321,3,"Greatwall Service charge","Greatwall Gardens",3000,3000,0,"2022-05-13","2022-05-13 10:56:40",NULL
322,1,"Matatu Fare to and from town","Matatu",180,180,0,"2022-05-13","2022-05-13 10:57:12",NULL
323,2,"Stretch Wrap Purchase","Asami Limited",2000,2000,0,"2022-05-13","2022-05-13 10:57:44",NULL
324,5,"Vegetables Stock Purchase","Market",330,330,0,"2022-05-13","2022-05-13 10:58:11",NULL
325,2,"Cooking Oil Purchase","Eastleigh",3080,3080,0,"2022-05-13","2022-05-13 10:58:59",NULL
326,5,"Dania Supply","Lucky Farm",100,100,0,"2022-05-14","2022-05-14 08:39:03",NULL
327,5,"Tomatoes supplies","Greenhouse farm (Next to Ostrich farm)",1575,1575,0,"2022-05-14","2022-05-14 08:40:15",NULL
328,1,"Cynthia Transport to GW3","Pikipiki Rider",150,150,0,"2022-05-14","2022-05-14 08:41:52",NULL
329,2,"Maize Flour Purchase","Mamken Shop",150,150,0,"2022-05-14","2022-05-14 14:09:43",NULL
330,2,"Packaging Material Purchase","Packaging supplier",700,700,0,"2022-05-14","2022-05-14 14:10:13",NULL
331,2,"Gas Purchase","Damao Minimart",3000,3000,0,"2022-05-15","2022-05-15 08:16:24",NULL
332,5,"Meat Stock Purchase","Masaku Standard Meat Suppliers",25450,25450,0,"2022-05-16","2022-05-16 11:13:15",NULL
333,5,"Vegetables Stock Purchase","Market",3160,3160,0,"2022-05-16","2022-05-16 11:14:05",NULL
334,5,"Fish Stock Purchase","Victory Farms",7125,7125,0,"2022-05-16","2022-05-16 11:14:41",NULL
335,5,"Plantain Purchase","Quickmart",1825,1825,0,"2022-05-16","2022-05-17 00:30:04",NULL
336,1,"Fuel","Olympic Petrol Station",1000,1000,0,"2022-05-17","2022-05-17 14:35:26",NULL
337,2,"Soap Purchase (10 lit) ingredients","Chemical Shop OTC",315,315,0,"2022-05-17","2022-05-17 14:36:11",NULL
338,2,"Staple Pins purchase","Greatwall Mall",195,195,0,"2022-05-17","2022-05-17 14:37:21",NULL
339,5,"Vegetables Stock Purchase","Market",900,900,0,"2022-05-17","2022-05-17 15:23:52",NULL
340,2,"Cooking Oil Purchase","Mamken Shop",120,120,0,"2022-05-18","2022-05-19 07:04:09",NULL
341,5,"Vegetables Stock Purchase","Market",400,400,0,"2022-05-18","2022-05-19 07:04:35",NULL
342,1,"Cynthia Transport to and from market","Matatu and Pikipiki",200,200,0,"2022-05-18","2022-05-19 07:05:23",NULL
343,2,"Maize flour purchase","Mamken Shop",150,150,0,"2022-05-18","2022-05-19 07:06:35",NULL
344,2,"Tissue Purchase","Mamken Shop",55,55,0,"2022-05-18","2022-05-19 07:07:05",NULL
345,2,"Eggs Purchase","Mamken Shop",70,70,0,"2022-05-18","2022-05-19 07:07:51",NULL
346,2,"Eggs Purchase","Mamken Shop",56,56,0,"2022-05-17","2022-05-19 07:08:49",NULL
347,2,"Serviettes Purchase","Maya Minimart",100,100,0,"2022-05-16","2022-05-19 07:10:24",NULL
348,1,"Fuel","Shell Petrol Station",1000,1000,0,"2022-05-19","2022-05-19 07:10:56",NULL
349,5,"Vegetables Stock Purchase","Lucky Farm",1060,1060,0,"2022-05-19","2022-05-19 07:11:19",NULL
350,5,"Fish Stock Purchase","Victory Farms",11214,11214,0,"2022-05-19","2022-05-19 07:13:42",NULL
351,5,"Meat Stock Purchase","Masaku Standard Meat Suppliers",19600,19600,0,"2022-05-19","2022-05-19 07:15:48",NULL
352,1,"Vegetable delivery purchase expense","Peter Kerosi (Pikipiki)",300,300,0,"2022-05-20","2022-05-20 01:57:57",NULL
353,5,"Vegetables Stock Purchase","Huho Farm",5200,5200,0,"2022-05-19","2022-05-20 01:58:31",NULL
354,5,"Vegetables Stock Purchase","Market",2460,2460,0,"2022-05-20","2022-05-20 01:59:50",NULL
355,2,"Agita Purchase","Masongaleni Agrovet",450,450,0,"2022-05-20","2022-05-20 02:12:47",NULL
356,2,"Packaging material purchase","Packaging deliverer",700,700,0,"2022-05-19","2022-05-22 00:52:02",NULL
357,2,"Maize flour purchase","Mamken Shop",150,150,0,"2022-05-20","2022-05-22 00:52:46",NULL
358,2,"Knives Sharpening","Knife Sharpener",90,90,0,"2022-05-21","2022-05-22 00:53:12",NULL
359,2,"Knives Sharpening","Knife Sharpener",90,90,0,"2022-05-17","2022-05-22 00:53:37",NULL
360,5,"Vegetables Stock Purchase","Greenhouse farm (Next to Ostrich farm) And Lucky Farm",1550,1550,0,"2022-05-21","2022-05-22 00:55:29",NULL
361,5,"Meat Stock Purchase","Masaku Standard Meat Suppliers",14400,14400,0,"2022-05-21","2022-05-22 00:58:45",NULL
362,5,"Goat Meat Supply","Goat Supplier",4500,4500,0,"2022-05-21","2022-05-22 00:59:28",NULL
363,2,"A4 Exercise Book Purchase","Mamken Shop",70,70,0,"2022-05-21","2022-05-22 13:11:41",NULL
364,2,"Packaging Material Purchase","Packaging supplier",400,400,0,"2022-05-21","2022-05-22 13:13:26",NULL
365,2,"Washing Powder Purchase","Mamken Shop",70,70,0,"2022-05-21","2022-05-22 13:14:14",NULL
366,2,"Maize Flour Purchase","Mamken Shop",150,150,0,"2022-05-22","2022-05-22 13:15:06",NULL
367,2,"Cooking Oil Purchase","Mamken Shop",385,385,0,"2022-05-22","2022-05-22 13:15:31",NULL
368,1,"Cynthia pikipiki fare to home","Pikipiki Rider",150,150,0,"2022-05-22","2022-05-22 13:18:06",NULL
369,5,"Vegetables Stock Purchase","Market",1540,1540,0,"2022-05-23","2022-05-24 03:47:37",NULL
370,2,"Packaging material purchase","Packaging deliverer",1000,1000,0,"2022-05-23","2022-05-24 03:48:54",NULL
371,1,"Cynthia Transport from GW3","Pikipiki Rider",150,150,0,"2022-05-23","2022-05-24 03:49:49",NULL
372,2,"Gas Refill","Damao Minimart",3000,3000,0,"2022-05-25","2022-05-25 13:17:11",NULL
373,3,"Electricity","Greatwall Gardens",2000,2000,0,"2022-05-25","2022-05-25 13:18:58",NULL
374,2,"Maize flour purchase","Mamken Shop",150,150,0,"2022-05-24","2022-05-25 13:22:21",NULL
375,2,"Steel wool purchase","Mamken Shop",10,10,0,"2022-05-24","2022-05-25 13:22:58",NULL
376,2,"Washing powder purchase","Mamken Shop",70,70,0,"2022-05-24","2022-05-25 13:23:36",NULL
377,2,"Airtime Purchase","Safaricom",50,50,0,"2022-05-24","2022-05-25 13:26:10",NULL
378,5,"Fish Stock Purchase","Victory Farms",3811,3811,0,"2022-05-24","2022-05-25 13:30:52",NULL
379,5,"Vegetables Stock Purchase","Market",3160,3160,0,"2022-05-25","2022-05-25 13:32:03",NULL
380,5,"Vegetables Stock Purchase","Market",1250,1250,0,"2022-05-24","2022-05-25 13:36:41",NULL
381,5,"Meat Stock Purchase","Masaku Standard Meat Suppliers",25200,25200,0,"2022-05-24","2022-05-25 13:45:13",NULL
382,5,"Goat Meat Supply","Goat Supplier",3825,3825,0,"2022-05-24","2022-05-25 13:46:18",NULL
383,2,"Maize flour purchase","Mamken Shop",160,160,0,"2022-05-27","2022-05-27 23:30:52",NULL
384,2,"Serviettes Purchase","Mamken Shop",100,100,0,"2022-05-27","2022-05-27 23:31:23",NULL
385,2,"Packaging material purchase","Packaging deliverer",700,700,0,"2022-05-26","2022-05-27 23:41:53",NULL
386,5,"Fish Stock Purchase","Victory Farms",8624,8624,0,"2022-05-27","2022-05-27 23:53:26",NULL
387,1,"Vegetables Delivery Expense","Peter Kerosi (Pikipiki)",100,100,0,"2022-05-27","2022-05-27 23:54:17",NULL
388,5,"Meat Stock Purchase","Masaku Standard Meat Suppliers",27200,27200,0,"2022-05-27","2022-05-27 23:56:34",NULL
389,5,"Vegetables Stock Purchase","Market",1230,1230,0,"2022-05-27","2022-05-27 23:57:31",NULL
390,3,"Water bill ","Greatwall Gardens",2000,2000,0,"2022-05-27","2022-05-27 23:59:17",NULL
391,5,"Plantain Purchase","Plantain Supplier",1480,1480,0,"2022-05-26","2022-05-28 00:03:12",NULL
392,1,"Vegetables Delivery Expense","Peter Kerosi (Pikipiki)",100,100,0,"2022-05-26","2022-05-28 00:04:06",NULL
393,5,"Vegetables Stock Purchase","Market",1600,1600,0,"2022-05-26","2022-05-28 00:10:57",NULL
394,5,"Fish Stock Purchase","Victory Farms",8624,8624,0,"2022-05-28","2022-05-29 13:12:24",NULL
395,5,"Vegetables Stock Purchase","Market",1240,1240,0,"2022-05-28","2022-05-29 13:13:12",NULL
396,5,"Goat Meat Supply","NEIGHBOUR GOAT SUPPLIER",0,0,0,"0000-00-00","2022-05-29 13:14:27",NULL
397,5,"Goat Meat Supply","Neighbour goat supplier",4500,4500,0,"2022-05-28","2022-05-29 13:15:55",NULL
398,2,"Weighing Scale Batteries Purchase","Mamken Shop",50,50,0,"2022-05-29","2022-05-29 21:01:22",NULL
399,2,"Pen purchase","Mamken Shop",10,10,0,"2022-05-29","2022-05-29 21:01:51",NULL
400,2,"Electricity","Kenya Power",1000,1000,0,"2022-05-31","2022-05-31 13:36:35",NULL
401,2,"water bill","water & sewer",1000,1000,0,"2022-05-31","2022-05-31 13:37:45",NULL
403,5,"Fish Stock Purchase","Victory Farms",15444,15444,0,"2022-05-30","2022-06-01 03:27:20",NULL
404,5,"Tomatoes purchase","Huho Farm",1820,1820,0,"2022-05-30","2022-06-01 03:43:21",NULL
405,5,"Chicken Supply","Sympha Farm",18000,18000,0,"2022-06-01","2022-06-01 13:10:18",NULL
406,5,"Vegetables Stock Purchase","Market",1230,1230,0,"2022-06-01","2022-06-01 13:12:04",NULL
407,5,"Goat Meat Supply","Market",4050,4050,0,"2022-05-31","2022-06-01 13:18:21",NULL
408,5,"Meat Stock Purchase","Masaku Standard Meat Suppliers",24650,24650,0,"2022-05-30","2022-06-01 13:19:47",NULL
409,5,"Vegetables Stock Purchase","Huho Farm",1950,1950,0,"2022-06-01","2022-06-01 13:21:21",NULL
411,5,"Vegetables Stock Purchase","machoka",1900,1900,0,"2022-05-29","2022-06-01 13:23:04",NULL
412,5,"Goat Meat Supply","juma isatu",4500,4500,0,"2022-05-28","2022-06-01 13:26:13",NULL
413,5,"Fish Stock Purchase","Victory Farms",8624,8624,0,"2022-05-28","2022-06-01 13:28:58",NULL
414,5,"Vegetables Stock Purchase","Market",1240,1240,0,"2022-05-28","2022-06-01 13:29:42",NULL
415,2,"water bill","nairobi water",2050,2050,0,"2022-05-25","2022-06-01 13:31:00",NULL
416,5,"Meat Stock Purchase","Masaku Standard Meat Suppliers",27200,27200,0,"2022-05-27","2022-06-01 13:31:42",NULL
417,1,"transport","boda ",100,100,0,"2022-05-27","2022-06-01 13:32:56",NULL
418,5,"Fish Stock Purchase","Victory Farms",3811,3811,0,"2022-05-25","2022-06-01 13:34:52",NULL
419,5,"Vegetables Stock Purchase","Huho Farm",150,150,0,"2022-05-24","2022-06-01 13:35:42",NULL
420,5,"Vegetables Stock Purchase","Huho Farm",3900,3900,0,"2022-05-24","2022-06-01 13:36:15",NULL
421,5,"Goat Meat Supply","isatu",3825,3825,0,"2022-05-24","2022-06-01 13:37:46",NULL
422,5,"Vegetables Stock Purchase","Market",2160,2160,0,"2022-05-24","2022-06-01 13:38:24",NULL
423,5,"Fish Stock Purchase","Victory Farms",6924,6924,0,"2022-05-23","2022-06-01 13:39:37",NULL
424,1,"boda","boda",250,250,0,"2022-05-31","2022-06-01 13:40:58",NULL
426,5,"Fish Stock Purchase","Victory Farms",18128,18128,0,"2022-05-30","2022-06-02 05:28:56",NULL
427,5,"Meat Stock Purchase","Masaku Standard Meat Suppliers",23050,23050,0,"2022-06-02","2022-06-02 08:22:52",NULL
428,5,"Vegetables Stock Purchase","Market",1150,1150,0,"2022-06-03","2022-06-03 05:26:15",NULL
429,2,"Cling Film Purchase","Asami Limited",2100,2100,0,"2022-06-25","2022-06-03 05:31:13",NULL
430,2,"Packaging material purchase","Packaging deliverer",1100,1100,0,"2022-05-31","2022-06-04 00:35:35",NULL
431,2,"Washing powder purchase","Mamken Shop",50,50,0,"2022-06-01","2022-06-04 00:36:55",NULL
432,1,"Moses transport to and from kitengela","Pikipiki Rider",400,400,0,"2022-06-01","2022-06-04 00:37:45",NULL
433,2,"Maize flour purchase","Mamken Shop",150,150,0,"2022-06-01","2022-06-04 00:38:58",NULL
434,2,"Scrabber Purchase","Mamken Shop",10,10,0,"2022-06-01","2022-06-04 00:39:55",NULL
435,2,"Bar Soap Purchase","Mamken Shop",50,50,0,"2022-06-01","2022-06-04 00:40:24",NULL
436,2,"Drinking Water Purchase","Drinking Water Seller GW3",50,50,0,"2022-06-01","2022-06-04 00:41:21",NULL
437,2,"Knives Sharpening","Knife Sharpener",90,90,0,"2022-06-02","2022-06-04 00:42:11",NULL
438,5,"Vegetables Stock Purchase","Market",180,180,0,"2022-06-02","2022-06-04 00:42:48",NULL
439,2,"Drinking Water Purchase","Drinking Water Seller GW3",50,50,0,"2022-06-03","2022-06-04 00:43:57",NULL
440,2,"Maize flour purchase","Mamken Shop",160,160,0,"2022-06-03","2022-06-04 00:44:41",NULL
441,2,"Gas Purchase","Damao Minimart",3000,3000,0,"2022-06-05","2022-06-05 11:17:18",NULL
442,2,"Packaging Material Purchase,gloves,head nets","Asami Limited",2100,2100,0,"2022-06-06","2022-06-06 10:52:23",NULL
443,5,"Vegetables Stock Purchase","Market",2080,2080,0,"2022-06-06","2022-06-06 10:53:03",NULL
444,2,"Electricity","power",1900,1900,0,"2022-06-05","2022-06-07 04:21:09",NULL
445,5,"Goat Meat Supply","isatu",3600,3600,0,"2022-06-06","2022-06-07 05:25:53",NULL
446,5,"Meat Stock Purchase","Masaku Standard Meat Suppliers",30800,30800,0,"2022-06-04","2022-06-07 05:26:32",NULL
447,2,"Maize Flour Purchase","Mamken Shop",160,160,0,"2022-06-06","2022-06-07 05:36:59",NULL
448,2,"toiletry","Mamken Shop",20,20,0,"2022-06-07","2022-06-07 05:37:32",NULL
449,2,"drinking water","filling station",50,50,0,"2022-06-06","2022-06-07 05:39:27",NULL
450,2,"Knives Sharpening","knive sharpener",60,60,0,"2022-06-06","2022-06-07 05:40:29",NULL
451,5,"Vegetables Stock Purchase","farm",120,120,0,"2022-06-06","2022-06-07 05:45:30",NULL
452,5,"transport","Peter Kerosi",0,0,0,"2022-06-07","2022-06-07 06:02:03",NULL
453,5,"Meat Stock Purchase","Masaku Standard Meat Suppliers",2400,2400,0,"2022-06-07","2022-06-07 06:53:21",NULL
454,5,"Vegetables Stock Purchase","Market",650,650,0,"2022-06-07","2022-06-07 06:54:29",NULL
455,2,"Packaging Material Purchase","supplier",350,350,0,"2022-06-07","2022-06-07 12:02:35",NULL
456,2,"toss","Mamken Shop",50,50,0,"2022-06-07","2022-06-07 12:04:10",NULL
457,2,"Maize Flour Purchase","Mamken Shop",160,160,0,"2022-06-08","2022-06-08 12:46:26",NULL
458,2,"Fish Stock Purchase","Victory Farms",5496,5496,0,"2022-06-08","2022-06-08 13:30:00",NULL
459,1,"Fuel for business errands","petro station",1000,1000,0,"2022-06-08","2022-06-08 13:31:30",NULL
460,5,"Vegetables Stock Purchase","Market",560,560,0,"2022-06-08","2022-06-08 13:32:22",NULL
461,5,"Onions and Purchase Delivery","Huho Farm",3650,3650,0,"2022-06-09","2022-06-09 12:09:45",NULL
462,2,"dinking water","filling station",50,50,0,"2022-06-09","2022-06-09 12:11:14",NULL
463,2,"Serviettes Purchase","Damao Minimart",100,100,0,"2022-06-09","2022-06-09 13:11:52",NULL
464,2,"Jik Purchase","Mamken Shop",30,30,0,"2022-06-10","2022-06-10 05:05:59",NULL
465,2,"Maize Flour Purchase","Mamken Shop",160,160,0,"2022-06-10","2022-06-10 06:53:25",NULL
466,2,"Eggs Purchase","Mamken Shop",26,26,0,"2022-06-10","2022-06-10 07:01:59",NULL
467,5,"Meat Stock Purchase","Masaku Standard Meat Suppliers",17600,17600,0,"2022-06-10","2022-06-10 09:56:40",NULL
468,5,"Fish Stock Purchase","Victory Farms",8034,8034,0,"2022-06-10","2022-06-10 09:58:19",NULL
469,5,"Goat Meat Supply","isatu",3825,3825,0,"0000-00-00","2022-06-10 09:59:10",NULL
470,5,"Meat Stock Purchase","Masaku Standard Meat Suppliers",21850,21850,0,"2022-06-15","2022-06-10 10:15:01",NULL
471,2,"Stainless Steel Cleaner","Mamken Shop",10,10,0,"2022-06-10","2022-06-10 13:00:41",NULL
472,2,"printing","Cyber",500,500,0,"2022-06-11","2022-06-11 05:55:47",NULL
473,2,"clip board","berecah supermarket",200,200,0,"2022-06-11","2022-06-11 05:57:04",NULL
474,2,"Packaging Material Purchase","c. m packanging intermediaries",700,700,0,"2022-06-11","2022-06-11 05:59:51",NULL
475,2,"omo purshase","Mamken Shop",80,80,0,"2022-06-11","2022-06-11 06:01:16",NULL
476,2,"omo purshase","Mamken Shop",80,80,0,"2022-06-11","2022-06-11 06:01:17",NULL
477,2,"Maize Flour Purchase","Mamken Shop",160,160,0,"2022-06-11","2022-06-11 07:04:46",NULL
478,2,"sink repair","plumber",700,700,0,"2022-06-11","2022-06-11 08:30:57",NULL
479,2,"Cooking Oil Purchase","Mamken Shop",250,250,0,"2022-06-11","2022-06-11 12:55:14",NULL
480,2,"Cooking Oil Purchase","Mamken Shop",250,250,0,"2022-06-11","2022-06-11 12:55:14",NULL
481,2,"Airtime Purchase","Mamken Shop",100,100,0,"2022-06-11","2022-06-11 12:56:03",NULL
482,2,"Electricity","power",2000,2000,0,"2022-06-11","2022-06-11 12:56:48",NULL
483,2,"freezer bag","Market",2000,2000,0,"2022-06-11","2022-06-11 12:58:02",NULL
484,2,"freezer bag","Market",2000,2000,0,"2022-06-11","2022-06-11 12:58:02",NULL
485,1,"Fuel","Total Energies",1600,1600,0,"2022-06-11","2022-06-12 02:33:24",NULL
